SN,Province,District,Sector,Cellule,Village,Code_vil_1,NEP Revision July 2023,,,,,,,,,,,,,,,,,,
"1,549",South,Nyanza,Nyagisozi,Rurangazi,Nyamagana,21090505,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,550",South,Nyanza,Nyagisozi,Rurangazi,Nyarutovu,21090506,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,551",South,Nyanza,Nyagisozi,Rurangazi,Nyaruvumu,21090507,GE,,,,,,,,,,,,,,,,,,
"1,552",South,Nyanza,Nyagisozi,Rurangazi,Rugarama,21090508,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,553",South,Nyanza,Rwabicuma,Gacu,Bisambu,21100101,SAS 2023,,,,,,,,,,,,,,,,,,
"1,554",South,Nyanza,Rwabicuma,Gacu,Gisake,21100102,Fill In,,,,,,,,,,,,,,,,,,
"1,555",South,Nyanza,Rwabicuma,Gacu,Karehe,21100103,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,556",South,Nyanza,Rwabicuma,Gacu,Nyamiyaga,21100104,SAS 2023,,,,,,,,,,,,,,,,,,
"1,557",South,Nyanza,Rwabicuma,Gishike,Gakoni,21100201,GE,,,,,,,,,,,,,,,,,,
"1,558",South,Nyanza,Rwabicuma,Gishike,Gasiza A,21100202,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,559",South,Nyanza,Rwabicuma,Gishike,Gasiza B,21100203,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,560",South,Nyanza,Rwabicuma,Gishike,Karambo A,21100204,GE,,,,,,,,,,,,,,,,,,
"1,561",South,Nyanza,Rwabicuma,Gishike,Karambo B,21100205,GE,,,,,,,,,,,,,,,,,,
"1,562",South,Nyanza,Rwabicuma,Gishike,Karusimbi,21100206,SAS,,,,,,,,,,,,,,,,,,
"1,563",South,Nyanza,Rwabicuma,Gishike,Rwamushumba,21100207,GE,,,,,,,,,,,,,,,,,,
"1,564",South,Nyanza,Rwabicuma,Mubuga,Kabisine,21100301,SAS,,,,,,,,,,,,,,,,,,
"1,565",South,Nyanza,Rwabicuma,Mubuga,Kadusenyi,21100302,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,566",South,Nyanza,Rwabicuma,Mubuga,Karwiru,21100303,SAS 2023,,,,,,,,,,,,,,,,,,
"1,567",South,Nyanza,Rwabicuma,Mubuga,Nyamiseke,21100304,SAS 2023,,,,,,,,,,,,,,,,,,
"1,568",South,Nyanza,Rwabicuma,Mushirarungu,Kirwa,21100401,GE,,,,,,,,,,,,,,,,,,
"1,569",South,Nyanza,Rwabicuma,Mushirarungu,Nyabubare,21100402,GE,,,,,,,,,,,,,,,,,,
"1,570",South,Nyanza,Rwabicuma,Mushirarungu,Nyamivumu A,21100403,Fill In,,,,,,,,,,,,,,,,,,
"1,571",South,Nyanza,Rwabicuma,Mushirarungu,Nyamuvumu B,21100404,Fill In,,,,,,,,,,,,,,,,,,
"1,572",South,Nyanza,Rwabicuma,Nyarusange,Cyarwa,21100501,GE,,,,,,,,,,,,,,,,,,
"1,573",South,Nyanza,Rwabicuma,Nyarusange,Kamushi,21100502,GE,,,,,,,,,,,,,,,,,,
"1,574",South,Nyanza,Rwabicuma,Nyarusange,Kamuvunyi A,21100503,GE,,,,,,,,,,,,,,,,,,
"1,575",South,Nyanza,Rwabicuma,Nyarusange,Kamuvunyi B,21100504,GE,,,,,,,,,,,,,,,,,,
"1,576",South,Nyanza,Rwabicuma,Nyarusange,Karambi,21100505,GE,,,,,,,,,,,,,,,,,,
"1,577",South,Nyanza,Rwabicuma,Nyarusange,Kavumu A,21100506,GE,,,,,,,,,,,,,,,,,,
"1,578",South,Nyanza,Rwabicuma,Nyarusange,Kavumu B,21100507,SAS,,,,,,,,,,,,,,,,,,
"1,579",South,Nyanza,Rwabicuma,Runga,Kigarama,21100601,SAS,,,,,,,,,,,,,,,,,,
"1,580",South,Nyanza,Rwabicuma,Runga,Murambi,21100602,Fill In,,,,,,,,,,,,,,,,,,
"1,581",South,Nyanza,Rwabicuma,Runga,Ndago,21100603,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,582",South,Nyanza,Rwabicuma,Runga,Rugarama  A,21100604,GE,,,,,,,,,,,,,,,,,,
"1,583",South,Nyanza,Rwabicuma,Runga,Rugarama B,21100605,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,584",South,Gisagara,Gikonko,Cyiri,Curusi,22010101,GE,,,,,,,,,,,,,,,,,,
"1,585",South,Gisagara,Gikonko,Cyiri,Cyendajuru,22010102,GE,,,,,,,,,,,,,,,,,,
"1,586",South,Gisagara,Gikonko,Cyiri,Cyimpuga,22010103,SAS,,,,,,,,,,,,,,,,,,
"1,587",South,Gisagara,Gikonko,Cyiri,Katiro,22010104,Fill In,,,,,,,,,,,,,,,,,,
"1,588",South,Gisagara,Gikonko,Cyiri,Kigitega,22010105,Fill In,,,,,,,,,,,,,,,,,,
"1,589",South,Gisagara,Gikonko,Cyiri,Kinyana,22010106,SAS 2023,,,,,,,,,,,,,,,,,,
"1,590",South,Gisagara,Gikonko,Cyiri,Murambi,22010107,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,591",South,Gisagara,Gikonko,Cyiri,Musambi,22010108,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,592",South,Gisagara,Gikonko,Cyiri,Sanzu,22010109,Fill In,,,,,,,,,,,,,,,,,,
"1,593",South,Gisagara,Gikonko,Gasagara,Agasenyi,22010201,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,594",South,Gisagara,Gikonko,Gasagara,Akarukambira,22010202,Fill In,,,,,,,,,,,,,,,,,,
"1,595",South,Gisagara,Gikonko,Gasagara,Bibungo,22010203,GE,,,,,,,,,,,,,,,,,,
"1,596",South,Gisagara,Gikonko,Gasagara,Gasagara,22010204,Fill In,,,,,,,,,,,,,,,,,,
"1,597",South,Gisagara,Gikonko,Gasagara,Karehe,22010205,Fill In,,,,,,,,,,,,,,,,,,
"1,598",South,Gisagara,Gikonko,Gasagara,Mugusa,22010206,Fill In,,,,,,,,,,,,,,,,,,
"1,599",South,Gisagara,Gikonko,Gasagara,Remera,22010207,Fill In,,,,,,,,,,,,,,,,,,
"1,600",South,Gisagara,Gikonko,Gasagara,Umubezi,22010208,SAS,,,,,,,,,,,,,,,,,,
"1,601",South,Gisagara,Gikonko,Gikonko,Gahabwa,22010301,Fill In,,,,,,,,,,,,,,,,,,
"1,602",South,Gisagara,Gikonko,Gikonko,Karubondo,22010302,Fill In,,,,,,,,,,,,,,,,,,
"1,603",South,Gisagara,Gikonko,Gikonko,Manyinya,22010303,Fill In,,,,,,,,,,,,,,,,,,
"1,604",South,Gisagara,Gikonko,Gikonko,Rugarama,22010304,SAS 2023,,,,,,,,,,,,,,,,,,
"1,605",South,Gisagara,Gikonko,Gikonko,Runyinya,22010305,Fill In,,,,,,,,,,,,,,,,,,
"1,606",South,Gisagara,Gikonko,Mbogo,Bukorota,22010401,Fill In,,,,,,,,,,,,,,,,,,
"1,607",South,Gisagara,Gikonko,Mbogo,Buremera,22010402,Fill In,,,,,,,,,,,,,,,,,,
"1,608",South,Gisagara,Gikonko,Mbogo,Kirivuga,22010403,GE,,,,,,,,,,,,,,,,,,
"1,609",South,Gisagara,Gikonko,Mbogo,Mbogo,22010404,GE,,,,,,,,,,,,,,,,,,
"1,610",South,Gisagara,Gikonko,Mbogo,Nyakabuye,22010405,Fill In,,,,,,,,,,,,,,,,,,
"1,611",South,Gisagara,Gikonko,Mbogo,Nyiramageni,22010406,Fill In,,,,,,,,,,,,,,,,,,
"1,612",South,Gisagara,Gikonko,Mbogo,Rwatano,22010407,Fill In,,,,,,,,,,,,,,,,,,
"1,613",South,Gisagara,Gikonko,Mbogo,Rwintare,22010408,Fill In,,,,,,,,,,,,,,,,,,
"1,614",South,Gisagara,Gishubi,Gabiro,Busave,22020101,SAS 2023,,,,,,,,,,,,,,,,,,
"1,615",South,Gisagara,Gishubi,Gabiro,Kigozi,22020102,SAS 2023,,,,,,,,,,,,,,,,,,
"1,616",South,Gisagara,Gishubi,Gabiro,Kivugiza,22020103,Fill In,,,,,,,,,,,,,,,,,,
"1,617",South,Gisagara,Gishubi,Gabiro,Kurugogwe,22020104,Fill In,,,,,,,,,,,,,,,,,,
"1,618",South,Gisagara,Gishubi,Gabiro,Nyamure,22020105,Fill In,,,,,,,,,,,,,,,,,,
"1,619",South,Gisagara,Gishubi,Gabiro,Nyundo,22020106,SAS 2023,,,,,,,,,,,,,,,,,,
"1,620",South,Gisagara,Gishubi,Gabiro,Ruhina,22020107,SAS 2023,,,,,,,,,,,,,,,,,,
"1,621",South,Gisagara,Gishubi,Gabiro,Kurutare,22020108,SAS 2023,,,,,,,,,,,,,,,,,,
"1,622",South,Gisagara,Gishubi,Gabiro,Rweza,22020109,GE,,,,,,,,,,,,,,,,,,
"1,623",South,Gisagara,Gishubi,Gabiro,Tamba,22020110,GE,,,,,,,,,,,,,,,,,,
"1,624",South,Gisagara,Gishubi,Gabiro,Zamwe,22020111,SAS 2023,,,,,,,,,,,,,,,,,,
"1,625",South,Gisagara,Gishubi,Nyabitare,Hemba,22020201,Fill In,,,,,,,,,,,,,,,,,,
"1,626",South,Gisagara,Gishubi,Nyabitare,Kabuga,22020202,Fill In,,,,,,,,,,,,,,,,,,
"1,627",South,Gisagara,Gishubi,Nyabitare,Kanombe,22020203,Fill In,,,,,,,,,,,,,,,,,,
"1,628",South,Gisagara,Gishubi,Nyabitare,Mutobo,22020204,GE,,,,,,,,,,,,,,,,,,
"1,629",South,Gisagara,Gishubi,Nyabitare,Mwiba,22020205,GE,,,,,,,,,,,,,,,,,,
"1,630",South,Gisagara,Gishubi,Nyabitare,Ndaro,22020206,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,631",South,Gisagara,Gishubi,Nyabitare,Nyabisindu,22020207,SAS 2023,,,,,,,,,,,,,,,,,,
"1,632",South,Gisagara,Gishubi,Nyabitare,Nyirakanywero,22020208,Fill In,,,,,,,,,,,,,,,,,,
"1,633",South,Gisagara,Gishubi,Nyabitare,Rwinkwavu,22020209,Fill In,,,,,,,,,,,,,,,,,,
"1,634",South,Gisagara,Gishubi,Nyabitare,Ryarugaju,22020210,GE,,,,,,,,,,,,,,,,,,
"1,635",South,Gisagara,Gishubi,Nyakibungo,Banga,22020301,SAS,,,,,,,,,,,,,,,,,,
"1,636",South,Gisagara,Gishubi,Nyakibungo,Gicaca,22020302,Fill In,,,,,,,,,,,,,,,,,,
"1,637",South,Gisagara,Gishubi,Nyakibungo,Kavumu,22020303,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,638",South,Gisagara,Gishubi,Nyakibungo,Kibindyi,22020304,GE,,,,,,,,,,,,,,,,,,
"1,639",South,Gisagara,Gishubi,Nyakibungo,Munyinya,22020305,Fill In,,,,,,,,,,,,,,,,,,
"1,640",South,Gisagara,Gishubi,Nyakibungo,Nkunamo,22020306,GE,,,,,,,,,,,,,,,,,,
"1,641",South,Gisagara,Gishubi,Nyakibungo,Nyakibungo,22020307,Fill In,,,,,,,,,,,,,,,,,,
"1,642",South,Gisagara,Gishubi,Nyakibungo,Nyarurama,22020308,GE,,,,,,,,,,,,,,,,,,
"1,643",South,Gisagara,Gishubi,Nyakibungo,Rebero,22020309,GE,,,,,,,,,,,,,,,,,,
"1,644",South,Gisagara,Gishubi,Nyakibungo,Rugarama,22020310,GE,,,,,,,,,,,,,,,,,,
"1,645",South,Gisagara,Gishubi,Nyakibungo,Rusasa,22020311,GE,,,,,,,,,,,,,,,,,,
"1,646",South,Gisagara,Gishubi,Nyeranzi,Cyamanyeri,22020401,SAS,,,,,,,,,,,,,,,,,,
"1,647",South,Gisagara,Gishubi,Nyeranzi,Gikuyo,22020402,Fill In,,,,,,,,,,,,,,,,,,
"1,648",South,Gisagara,Gishubi,Nyeranzi,Gishya,22020403,Fill In,,,,,,,,,,,,,,,,,,
"1,649",South,Gisagara,Gishubi,Nyeranzi,Gitekateke,22020404,N/A,,,,,,,,,,,,,,,,,,
"1,650",South,Gisagara,Gishubi,Nyeranzi,Kabungo,22020405,N/A,,,,,,,,,,,,,,,,,,
"1,651",South,Gisagara,Gishubi,Nyeranzi,Kagoma,22020406,Fill In,,,,,,,,,,,,,,,,,,
"1,652",South,Gisagara,Gishubi,Nyeranzi,Kavumu,22020407,Fill In,,,,,,,,,,,,,,,,,,
"1,653",South,Gisagara,Gishubi,Nyeranzi,Kigarama,22020408,Fill In,,,,,,,,,,,,,,,,,,
"1,654",South,Gisagara,Gishubi,Nyeranzi,Muduha,22020409,GE,,,,,,,,,,,,,,,,,,
"1,655",South,Gisagara,Gishubi,Nyeranzi,Muyinza,22020410,SAS 2023,,,,,,,,,,,,,,,,,,
"1,656",South,Gisagara,Gishubi,Nyeranzi,Nyabyunyu,22020411,Fill In,,,,,,,,,,,,,,,,,,
"1,657",South,Gisagara,Gishubi,Nyeranzi,Rebero,22020412,Fill In,,,,,,,,,,,,,,,,,,
"1,658",South,Gisagara,Gishubi,Nyeranzi,Rugogwe,22020413,Fill In,,,,,,,,,,,,,,,,,,
"1,659",South,Gisagara,Gishubi,Nyeranzi,Rwanza,22020414,Fill In,,,,,,,,,,,,,,,,,,
"1,660",South,Gisagara,Gishubi,Nyeranzi,Rwegura,22020415,GE,,,,,,,,,,,,,,,,,,
"1,661",South,Gisagara,Gishubi,Nyeranzi,Sakara,22020416,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,662",South,Gisagara,Kansi,Akaboti,Agacyamu,22030101,Fill In,,,,,,,,,,,,,,,,,,
"1,663",South,Gisagara,Kansi,Akaboti,Agataba,22030102,GE,,,,,,,,,,,,,,,,,,
"1,664",South,Gisagara,Kansi,Akaboti,Akabuga,22030103,Fill In,,,,,,,,,,,,,,,,,,
"1,665",South,Gisagara,Kansi,Akaboti,Akayenzi,22030104,SAS,,,,,,,,,,,,,,,,,,
"1,666",South,Gisagara,Kansi,Akaboti,Gatare,22030105,Fill In,,,,,,,,,,,,,,,,,,
"1,667",South,Gisagara,Kansi,Akaboti,Impinga,22030106,GE,,,,,,,,,,,,,,,,,,
"1,668",South,Gisagara,Kansi,Akaboti,Rugarama,22030107,GE,,,,,,,,,,,,,,,,,,
"1,669",South,Gisagara,Kansi,Akaboti,Ruhuha,22030108,GE,,,,,,,,,,,,,,,,,,
"1,670",South,Gisagara,Kansi,Bwiza,Akakinka,22030201,Fill In,,,,,,,,,,,,,,,,,,
"1,671",South,Gisagara,Kansi,Bwiza,Akambogo,22030202,GE,,,,,,,,,,,,,,,,,,
"1,672",South,Gisagara,Kansi,Bwiza,Gitwa,22030203,Fill In,,,,,,,,,,,,,,,,,,
"1,673",South,Gisagara,Kansi,Bwiza,Kimanama,22030204,GE,,,,,,,,,,,,,,,,,,
"1,674",South,Gisagara,Kansi,Bwiza,Mbeho,22030205,GE,,,,,,,,,,,,,,,,,,
"1,675",South,Gisagara,Kansi,Bwiza,Nyakibungo,22030206,Fill In,,,,,,,,,,,,,,,,,,
"1,676",South,Gisagara,Kansi,Bwiza,Nyaruhengeri,22030207,GE,,,,,,,,,,,,,,,,,,
"1,677",South,Gisagara,Kansi,Sabusaro,Akayenzi,22030301,Fill In,,,,,,,,,,,,,,,,,,
"1,678",South,Gisagara,Kansi,Sabusaro,Gikore,22030302,Fill In,,,,,,,,,,,,,,,,,,
"1,679",South,Gisagara,Kansi,Sabusaro,Muhororo,22030303,Fill In,,,,,,,,,,,,,,,,,,
"1,680",South,Gisagara,Kansi,Sabusaro,Nyamure,22030304,GE,,,,,,,,,,,,,,,,,,
"1,681",South,Gisagara,Kansi,Sabusaro,Nyarunazi,22030305,Fill In,,,,,,,,,,,,,,,,,,
"1,682",South,Gisagara,Kansi,Sabusaro,Ruhangaye,22030306,GE,,,,,,,,,,,,,,,,,,
"1,683",South,Gisagara,Kansi,Umunini,Agatare,22030401,SAS,,,,,,,,,,,,,,,,,,
"1,684",South,Gisagara,Kansi,Umunini,Akabagari,22030402,Fill In,,,,,,,,,,,,,,,,,,
"1,685",South,Gisagara,Kansi,Umunini,Gisororo,22030403,Fill In,,,,,,,,,,,,,,,,,,
"1,686",South,Gisagara,Kansi,Umunini,Kaburanjwiri,22030404,Fill In,,,,,,,,,,,,,,,,,,
"1,687",South,Gisagara,Kansi,Umunini,Kaduha,22030405,Fill In,,,,,,,,,,,,,,,,,,
"1,688",South,Gisagara,Kansi,Umunini,Kamugani,22030406,Fill In,,,,,,,,,,,,,,,,,,
"1,689",South,Gisagara,Kansi,Umunini,Kigarama,22030407,Fill In,,,,,,,,,,,,,,,,,,
"1,690",South,Gisagara,Kansi,Umunini,Nyange,22030408,Fill In,,,,,,,,,,,,,,,,,,
"1,691",South,Gisagara,Kibirizi,Duwani,Buhoro,22040101,GE,,,,,,,,,,,,,,,,,,
"1,692",South,Gisagara,Kibirizi,Duwani,Burashi,22040102,GE,,,,,,,,,,,,,,,,,,
"1,693",South,Gisagara,Kibirizi,Duwani,Cyahafi,22040103,GE,,,,,,,,,,,,,,,,,,
"1,694",South,Gisagara,Kibirizi,Duwani,Duwani,22040104,Fill In,,,,,,,,,,,,,,,,,,
"1,695",South,Gisagara,Kibirizi,Duwani,Karambo,22040105,Fill In,,,,,,,,,,,,,,,,,,
"1,696",South,Gisagara,Kibirizi,Duwani,Kinteko,22040106,Fill In,,,,,,,,,,,,,,,,,,
"1,697",South,Gisagara,Kibirizi,Duwani,Kivumu,22040107,Fill In,,,,,,,,,,,,,,,,,,
"1,698",South,Gisagara,Kibirizi,Duwani,Mubuga,22040108,Fill In,,,,,,,,,,,,,,,,,,
"1,699",South,Gisagara,Kibirizi,Duwani,Murambi,22040109,Fill In,,,,,,,,,,,,,,,,,,
"1,700",South,Gisagara,Kibirizi,Duwani,Rwuya,22040110,GE,,,,,,,,,,,,,,,,,,
"1,701",South,Gisagara,Kibirizi,Duwani,Taba,22040111,Fill In,,,,,,,,,,,,,,,,,,
"1,702",South,Gisagara,Kibirizi,Kibirizi,Burashi,22040201,Fill In,,,,,,,,,,,,,,,,,,
"1,703",South,Gisagara,Kibirizi,Kibirizi,Gasagara,22040202,GE,,,,,,,,,,,,,,,,,,
"1,704",South,Gisagara,Kibirizi,Kibirizi,Kabakobwa,22040203,GE,,,,,,,,,,,,,,,,,,
"1,705",South,Gisagara,Kibirizi,Kibirizi,Kigarama,22040204,SAS,,,,,,,,,,,,,,,,,,
"1,706",South,Gisagara,Kibirizi,Kibirizi,Mareba,22040205,Fill In,,,,,,,,,,,,,,,,,,
"1,707",South,Gisagara,Kibirizi,Kibirizi,Mbeho,22040206,GE,,,,,,,,,,,,,,,,,,
"1,708",South,Gisagara,Kibirizi,Kibirizi,Ruhuha,22040207,GE,,,,,,,,,,,,,,,,,,
"1,709",South,Gisagara,Kibirizi,Kibirizi,Shenyeri,22040208,GE,,,,,,,,,,,,,,,,,,
"1,710",South,Gisagara,Kibirizi,Kibirizi,Torero,22040209,Fill In,,,,,,,,,,,,,,,,,,
"1,711",South,Gisagara,Kibirizi,Muyira,Agahumiro,22040301,GE,,,,,,,,,,,,,,,,,,
"1,712",South,Gisagara,Kibirizi,Muyira,Agasharu,22040302,Fill In,,,,,,,,,,,,,,,,,,
"1,713",South,Gisagara,Kibirizi,Muyira,Akagarama,22040303,Fill In,,,,,,,,,,,,,,,,,,
"1,714",South,Gisagara,Kibirizi,Muyira,Akayohani,22040304,Fill In,,,,,,,,,,,,,,,,,,
"1,715",South,Gisagara,Kibirizi,Muyira,Akirasaniro,22040305,Fill In,,,,,,,,,,,,,,,,,,
"1,716",South,Gisagara,Kibirizi,Muyira,Impinga,22040306,GE,,,,,,,,,,,,,,,,,,
"1,717",South,Gisagara,Kibirizi,Muyira,Nyagasozi,22040307,Fill In,,,,,,,,,,,,,,,,,,
"1,718",South,Gisagara,Kibirizi,Muyira,Nyagisasa,22040308,Fill In,,,,,,,,,,,,,,,,,,
"1,719",South,Gisagara,Kibirizi,Muyira,Rwinzuki,22040309,SAS,,,,,,,,,,,,,,,,,,
"1,720",South,Gisagara,Kibirizi,Muyira,Taba,22040310,GE,,,,,,,,,,,,,,,,,,
"1,721",South,Gisagara,Kibirizi,Muyira,Zihare,22040311,Fill In,,,,,,,,,,,,,,,,,,
"1,722",South,Gisagara,Kibirizi,Ruturo,Agatongati,22040401,GE,,,,,,,,,,,,,,,,,,
"1,723",South,Gisagara,Kibirizi,Ruturo,Akabuhuzu,22040402,GE,,,,,,,,,,,,,,,,,,
"1,724",South,Gisagara,Kibirizi,Ruturo,Akamuzenga,22040403,GE,,,,,,,,,,,,,,,,,,
"1,725",South,Gisagara,Kibirizi,Ruturo,Akarugaju,22040404,Fill In,,,,,,,,,,,,,,,,,,
"1,726",South,Gisagara,Kibirizi,Ruturo,Impinga,22040405,GE,,,,,,,,,,,,,,,,,,
"1,727",South,Gisagara,Kibirizi,Ruturo,Kabagoti,22040406,GE,,,,,,,,,,,,,,,,,,
"1,728",South,Gisagara,Kibirizi,Ruturo,Karengera,22040407,Fill In,,,,,,,,,,,,,,,,,,
"1,729",South,Gisagara,Kibirizi,Ruturo,Kigarama,22040408,Fill In,,,,,,,,,,,,,,,,,,
"1,730",South,Gisagara,Kibirizi,Ruturo,Ntobo,22040409,Fill In,,,,,,,,,,,,,,,,,,
"1,731",South,Gisagara,Kibirizi,Ruturo,Nyabununi,22040410,GE,,,,,,,,,,,,,,,,,,
"1,732",South,Gisagara,Kibirizi,Ruturo,Rubazi,22040411,GE,,,,,,,,,,,,,,,,,,
"1,733",South,Gisagara,Kigembe,Agahabwa,Agahehe,22050101,GE,,,,,,,,,,,,,,,,,,
"1,734",South,Gisagara,Kigembe,Agahabwa,Kabacuzi,22050102,Fill In,,,,,,,,,,,,,,,,,,
"1,735",South,Gisagara,Kigembe,Agahabwa,Kamutozo,22050103,SAS 2023,,,,,,,,,,,,,,,,,,
"1,736",South,Gisagara,Kigembe,Agahabwa,Kamweko,22050104,GE,,,,,,,,,,,,,,,,,,
"1,737",South,Gisagara,Kigembe,Agahabwa,Nyamabuye,22050105,GE,,,,,,,,,,,,,,,,,,
"1,738",South,Gisagara,Kigembe,Agahabwa,Ruhuha,22050106,Fill In,,,,,,,,,,,,,,,,,,
"1,739",South,Gisagara,Kigembe,Agahabwa,Taba,22050107,Fill In,,,,,,,,,,,,,,,,,,
"1,740",South,Gisagara,Kigembe,Gatovu,Agasharu,22050201,GE,,,,,,,,,,,,,,,,,,
"1,741",South,Gisagara,Kigembe,Gatovu,Agatare,22050202,Fill In,,,,,,,,,,,,,,,,,,
"1,742",South,Gisagara,Kigembe,Gatovu,Akamana,22050203,SAS,,,,,,,,,,,,,,,,,,
"1,743",South,Gisagara,Kigembe,Gatovu,Gitozo,22050204,SAS,,,,,,,,,,,,,,,,,,
"1,744",South,Gisagara,Kigembe,Gatovu,Janja,22050205,GE,,,,,,,,,,,,,,,,,,
"1,745",South,Gisagara,Kigembe,Gatovu,Kigarama,22050206,SAS,,,,,,,,,,,,,,,,,,
"1,746",South,Gisagara,Kigembe,Gatovu,Taba,22050207,Fill In,,,,,,,,,,,,,,,,,,
"1,747",South,Gisagara,Kigembe,Impinga,Akadogo,22050301,Fill In,,,,,,,,,,,,,,,,,,
"1,748",South,Gisagara,Kigembe,Impinga,Akakijugujugu,22050302,SAS 2023,,,,,,,,,,,,,,,,,,
"1,749",South,Gisagara,Kigembe,Impinga,Ikidashya,22050303,SAS 2023,,,,,,,,,,,,,,,,,,
"1,750",South,Gisagara,Kigembe,Impinga,Icyijana,22050304,Fill In,,,,,,,,,,,,,,,,,,
"1,751",South,Gisagara,Kigembe,Impinga,Nyamirama,22050305,N/A,,,,,,,,,,,,,,,,,,
"1,752",South,Gisagara,Kigembe,Impinga,Rugeragere,22050306,GE,,,,,,,,,,,,,,,,,,
"1,753",South,Gisagara,Kigembe,Nyabikenke,Akabahizi,22050401,SAS 2023,,,,,,,,,,,,,,,,,,
"1,754",South,Gisagara,Kigembe,Nyabikenke,Akimbaka,22050402,SAS 2023,,,,,,,,,,,,,,,,,,
"1,755",South,Gisagara,Kigembe,Nyabikenke,Impinga,22050403,GE,,,,,,,,,,,,,,,,,,
"1,756",South,Gisagara,Kigembe,Nyabikenke,Rutare,22050404,SAS 2023,,,,,,,,,,,,,,,,,,
"1,757",South,Gisagara,Kigembe,Nyabikenke,Rutaza,22050405,SAS 2023,,,,,,,,,,,,,,,,,,
"1,758",South,Gisagara,Kigembe,Nyabikenke,Shyombo,22050406,Fill In,,,,,,,,,,,,,,,,,,
"1,759",South,Gisagara,Kigembe,Nyabikenke,Umurangara,22050407,Fill In,,,,,,,,,,,,,,,,,,
"1,760",South,Gisagara,Kigembe,Nyabikenke,Uruyenzi,22050408,Fill In,,,,,,,,,,,,,,,,,,
"1,761",South,Gisagara,Kigembe,Rubona,Akadogo,22050501,Fill In,,,,,,,,,,,,,,,,,,
"1,762",South,Gisagara,Kigembe,Rubona,Akashyaga,22050502,GE,,,,,,,,,,,,,,,,,,
"1,763",South,Gisagara,Kigembe,Rubona,Gaharanyonga,22050503,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"1,764",South,Gisagara,Kigembe,Rubona,Gatongati,22050504,GE,,,,,,,,,,,,,,,,,,
"1,765",South,Gisagara,Kigembe,Rubona,Murehe,22050505,Fill In,,,,,,,,,,,,,,,,,,
"1,766",South,Gisagara,Kigembe,Rubona,Nyakabuye,22050506,Fill In,,,,,,,,,,,,,,,,,,
"1,767",South,Gisagara,Kigembe,Rusagara,Agasharu,22050601,Fill In,,,,,,,,,,,,,,,,,,
"1,768",South,Gisagara,Kigembe,Rusagara,Akajwiga,22050602,Fill In,,,,,,,,,,,,,,,,,,
"1,769",South,Gisagara,Kigembe,Rusagara,Akatera,22050603,Fill In,,,,,,,,,,,,,,,,,,
"1,770",South,Gisagara,Kigembe,Rusagara,Kigarama,22050604,Fill In,,,,,,,,,,,,,,,,,,
"1,771",South,Gisagara,Kigembe,Rusagara,Nyarukurazo,22050605,Fill In,,,,,,,,,,,,,,,,,,
"1,772",South,Gisagara,Kigembe,Rusagara,Nyarunyinya,22050606,Fill In,,,,,,,,,,,,,,,,,,
"1,773",South,Gisagara,Mamba,Gakoma,Gakomeye,22060101,Fill In,,,,,,,,,,,,,,,,,,
"1,774",South,Gisagara,Mamba,Gakoma,Gatare,22060102,N/A,,,,,,,,,,,,,,,,,,
"1,775",South,Gisagara,Mamba,Gakoma,Kinamba,22060103,N/A,,,,,,,,,,,,,,,,,,
"1,776",South,Gisagara,Mamba,Gakoma,Kivomo,22060104,N/A,,,,,,,,,,,,,,,,,,
"1,777",South,Gisagara,Mamba,Gakoma,Kizenga,22060105,Fill In,,,,,,,,,,,,,,,,,,
"1,778",South,Gisagara,Mamba,Gakoma,Rebero,22060106,Fill In,,,,,,,,,,,,,,,,,,
"1,779",South,Gisagara,Mamba,Gakoma,Rugenge,22060107,N/A,,,,,,,,,,,,,,,,,,
"1,780",South,Gisagara,Mamba,Gakoma,Rugwiza,22060108,Fill In,,,,,,,,,,,,,,,,,,
"1,781",South,Gisagara,Mamba,Gakoma,Ruhuha,22060109,Fill In,,,,,,,,,,,,,,,,,,
"1,782",South,Gisagara,Mamba,Gakoma,Sokofi,22060110,Fill In,,,,,,,,,,,,,,,,,,
"1,783",South,Gisagara,Mamba,Kabumbwe,Buye,22060201,Fill In,,,,,,,,,,,,,,,,,,
"1,784",South,Gisagara,Mamba,Kabumbwe,Gahararo,22060202,Fill In,,,,,,,,,,,,,,,,,,
